fecha;tmean;rh;tm;cm;rm;o38;yr;mo;dy;wd;wk;trend
1994-01-01;16,799999240;40,0;24;12;4;NA;1994;Jan;1;Saturday;1;1
1994-01-02;15,199999810;50,0;24;10;1;NA;1994;Jan;2;Sunday;1;2
1994-01-03;16,100000380;51,0;20;11;3;NA;1994;Jan;3;Monday;0;3
1994-01-04;13,500000000;48,0;24;10;2;NA;1994;Jan;4;Tuesday;0;4
1994-01-05;10,500000000;55,0;28;11;1;NA;1994;Jan;5;Wednesday;0;5
1994-01-06;12,300000190;55,0;22;12;1;NA;1994;Jan;6;Thursday;0;6
1994-01-07;10,399999620;38,0;31;10;7;NA;1994;Jan;7;Friday;0;7
1994-01-08;11,000000000;42,0;23;11;0;NA;1994;Jan;8;Saturday;1;8
1994-01-09;15,300000190;56,0;18;10;0;NA;1994;Jan;9;Sunday;1;9
1994-01-10;12,199999810;47,0;22;12;1;NA;1994;Jan;10;Monday;0;10
1994-01-11;12,399999620;44,0;26;9;3;NA;1994;Jan;11;Tuesday;0;11
1994-01-12;17,100000380;53,0;18;7;3;NA;1994;Jan;12;Wednesday;0;12
1994-01-13;15,000000000;62,0;14;7;1;NA;1994;Jan;13;Thursday;0;13
1994-01-14;13,600000380;52,0;20;8;3;NA;1994;Jan;14;Friday;0;14
1994-01-15;14,500000000;44,0;20;10;3;NA;1994;Jan;15;Saturday;1;15
1994-01-16;10,699999810;41,0;24;14;2;NA;1994;Jan;16;Sunday;1;16
1994-01-17;9,100000381;38,0;33;12;7;NA;1994;Jan;17;Monday;0;17
1994-01-18;7,900000095;38,0;15;8;2;NA;1994;Jan;18;Tuesday;0;18
1994-01-19;7,599999905;47,0;18;6;3;NA;1994;Jan;19;Wednesday;0;19
1994-01-20;8,100000381;39,0;18;8;2;NA;1994;Jan;20;Thursday;0;20
1994-01-21;9,000000000;40,0;16;10;0;NA;1994;Jan;21;Friday;0;21
1994-01-22;7,800000191;59,0;20;9;5;NA;1994;Jan;22;Saturday;1;22
1994-01-23;9,000000000;53,0;22;10;2;NA;1994;Jan;23;Sunday;1;23
1994-01-24;10,500000000;52,0;12;4;2;NA;1994;Jan;24;Monday;0;24
1994-01-25;11,600000380;59,0;22;9;3;NA;1994;Jan;25;Tuesday;0;25
1994-01-26;13,199999810;53,0;25;9;5;NA;1994;Jan;26;Wednesday;0;26
1994-01-27;13,000000000;55,0;12;4;1;NA;1994;Jan;27;Thursday;0;27
1994-01-28;16,500000000;40,0;26;5;8;NA;1994;Jan;28;Friday;0;28
1994-01-29;11,399999620;72,0;30;12;2;NA;1994;Jan;29;Saturday;1;29
1994-01-30;11,300000190;72,0;26;13;4;NA;1994;Jan;30;Sunday;1;30
1994-01-31;10,899999620;64,0;18;10;0;NA;1994;Jan;31;Monday;0;31
1994-02-01;10,100000380;69,0;33;11;6;NA;1994;Feb;1;Tuesday;0;32
1994-02-02;11,100000380;68,0;30;8;1;NA;1994;Feb;2;Wednesday;0;33
1994-02-03;12,199999810;60,0;25;11;3;NA;1994;Feb;3;Thursday;0;34
1994-02-04;8,399999619;42,0;18;9;2;NA;1994;Feb;4;Friday;0;35
1994-02-05;10,199999810;51,0;19;4;4;NA;1994;Feb;5;Saturday;1;36
1994-02-06;10,800000190;38,0;19;7;0;NA;1994;Feb;6;Sunday;1;37
1994-02-07;12,199999810;47,0;17;7;2;NA;1994;Feb;7;Monday;0;38
1994-02-08;12,500000000;36,0;26;4;5;NA;1994;Feb;8;Tuesday;0;39
1994-02-09;14,000000000;47,0;25;7;0;NA;1994;Feb;9;Wednesday;0;40
1994-02-10;15,600000380;41,0;30;12;2;NA;1994;Feb;10;Thursday;0;41
1994-02-11;15,800000190;53,0;24;9;4;NA;1994;Feb;11;Friday;0;42
1994-02-12;16,100000380;52,0;22;7;2;NA;1994;Feb;12;Saturday;1;43
1994-02-13;10,800000190;71,0;18;5;1;NA;1994;Feb;13;Sunday;1;44
1994-02-14;12,600000380;53,0;23;10;3;NA;1994;Feb;14;Monday;0;45
1994-02-15;13,699999810;57,0;22;8;5;NA;1994;Feb;15;Tuesday;0;46
1994-02-16;12,000000000;76,0;17;7;1;NA;1994;Feb;16;Wednesday;0;47
1994-02-17;11,199999810;76,0;17;6;0;NA;1994;Feb;17;Thursday;0;48
1994-02-18;14,199999810;43,0;24;7;4;NA;1994;Feb;18;Friday;0;49
1994-02-19;13,699999810;45,0;17;7;2;NA;1994;Feb;19;Saturday;1;50
1994-02-20;17,100000380;41,0;17;6;1;NA;1994;Feb;20;Sunday;1;51
1994-02-21;16,100000380;39,0;28;12;4;NA;1994;Feb;21;Monday;0;52
1994-02-22;16,600000380;57,0;18;10;1;NA;1994;Feb;22;Tuesday;0;53
1994-02-23;16,799999240;41,0;16;5;3;NA;1994;Feb;23;Wednesday;0;54
1994-02-24;18,100000380;43,0;24;9;4;NA;1994;Feb;24;Thursday;0;55
1994-02-25;14,199999810;70,0;22;9;3;NA;1994;Feb;25;Friday;0;56
1994-02-26;12,699999810;78,0;18;9;1;NA;1994;Feb;26;Saturday;1;57
1994-02-27;15,800000190;47,0;19;9;2;NA;1994;Feb;27;Sunday;1;58
1994-02-28;12,000000000;70,0;19;8;2;NA;1994;Feb;28;Monday;0;59
1994-03-01;12,600000380;79,0;18;12;2;NA;1994;Mar;1;Tuesday;0;60
1994-03-02;13,399999620;67,0;17;8;1;NA;1994;Mar;2;Wednesday;0;61
1994-03-03;15,500000000;59,0;19;5;3;NA;1994;Mar;3;Thursday;0;62
1994-03-04;14,699999810;72,0;17;7;3;NA;1994;Mar;4;Friday;0;63
1994-03-05;11,500000000;84,0;19;7;2;NA;1994;Mar;5;Saturday;1;64
1994-03-06;13,199999810;68,0;17;8;2;NA;1994;Mar;6;Sunday;1;65
1994-03-07;14,300000190;60,0;16;6;4;NA;1994;Mar;7;Monday;0;66
1994-03-08;14,199999810;69,0;17;2;5;NA;1994;Mar;8;Tuesday;0;67
1994-03-09;14,600000380;61,0;25;8;4;NA;1994;Mar;9;Wednesday;0;68
1994-03-10;12,399999620;78,0;19;6;2;NA;1994;Mar;10;Thursday;0;69
1994-03-11;14,199999810;69,0;23;9;2;NA;1994;Mar;11;Friday;0;70
1994-03-12;12,899999620;75,0;17;5;5;NA;1994;Mar;12;Saturday;1;71
1994-03-13;14,199999810;78,0;18;3;2;NA;1994;Mar;13;Sunday;1;72
1994-03-14;14,800000190;53,0;18;10;2;NA;1994;Mar;14;Monday;0;73
1994-03-15;15,100000380;63,0;17;12;2;NA;1994;Mar;15;Tuesday;0;74
1994-03-16;14,300000190;72,0;25;10;4;NA;1994;Mar;16;Wednesday;0;75
1994-03-17;13,300000190;75,0;14;4;3;NA;1994;Mar;17;Thursday;0;76
1994-03-18;12,699999810;74,0;15;5;1;NA;1994;Mar;18;Friday;0;77
1994-03-19;13,399999620;84,0;18;6;3;NA;1994;Mar;19;Saturday;1;78
1994-03-20;13,899999620;79,0;16;7;1;NA;1994;Mar;20;Sunday;1;79
1994-03-21;14,600000380;75,0;17;9;2;NA;1994;Mar;21;Monday;0;80
1994-03-22;14,000000000;61,0;11;7;0;NA;1994;Mar;22;Tuesday;0;81
1994-03-23;14,000000000;52,0;19;6;0;NA;1994;Mar;23;Wednesday;0;82
1994-03-24;16,100000380;55,0;10;5;3;NA;1994;Mar;24;Thursday;0;83
1994-03-25;16,799999240;55,0;20;4;2;NA;1994;Mar;25;Friday;0;84
1994-03-26;14,899999620;67,0;22;7;2;NA;1994;Mar;26;Saturday;1;85
1994-03-27;16,899999620;63,0;12;4;3;NA;1994;Mar;27;Sunday;1;86
1994-03-28;15,199999810;79,0;25;11;3;NA;1994;Mar;28;Monday;0;87
1994-03-29;14,600000380;81,0;19;6;2;NA;1994;Mar;29;Tuesday;0;88
1994-03-30;14,800000190;70,0;14;4;0;NA;1994;Mar;30;Wednesday;0;89
1994-03-31;19,299999240;39,0;14;5;2;NA;1994;Mar;31;Thursday;0;90
1994-04-01;21,700000760;35,0;18;7;4;NA;1994;Apr;1;Friday;0;91
1994-04-02;16,600000380;30,0;12;3;2;NA;1994;Apr;2;Saturday;1;92
1994-04-03;16,500000000;36,0;16;4;1;NA;1994;Apr;3;Sunday;1;93
1994-04-04;15,199999810;56,0;14;9;0;NA;1994;Apr;4;Monday;0;94
1994-04-05;15,199999810;50,0;22;13;2;NA;1994;Apr;5;Tuesday;0;95
1994-04-06;17,899999620;31,0;11;6;0;NA;1994;Apr;6;Wednesday;0;96
1994-04-07;21,399999620;34,0;15;5;2;NA;1994;Apr;7;Thursday;0;97
1994-04-08;17,299999240;35,0;14;6;0;NA;1994;Apr;8;Friday;0;98
1994-04-09;18,100000380;38,0;23;13;1;NA;1994;Apr;9;Saturday;1;99
1994-04-10;17,500000000;52,0;20;11;0;NA;1994;Apr;10;Sunday;1;100
1994-04-11;14,800000190;29,0;16;8;0;NA;1994;Apr;11;Monday;0;101
1994-04-12;14,600000380;38,0;19;10;1;NA;1994;Apr;12;Tuesday;0;102
1994-04-13;12,800000190;55,0;10;4;0;NA;1994;Apr;13;Wednesday;0;103
1994-04-14;13,699999810;56,0;17;5;1;NA;1994;Apr;14;Thursday;0;104
1994-04-15;9,300000191;78,0;18;8;0;NA;1994;Apr;15;Friday;0;105
1994-04-16;6,599999905;90,0;21;10;0;NA;1994;Apr;16;Saturday;1;106
1994-04-17;12,300000190;45,0;18;10;2;NA;1994;Apr;17;Sunday;1;107
1994-04-18;12,600000380;53,0;13;7;2;NA;1994;Apr;18;Monday;0;108
1994-04-19;11,300000190;85,0;23;9;3;NA;1994;Apr;19;Tuesday;0;109
1994-04-20;11,800000190;72,0;14;5;1;NA;1994;Apr;20;Wednesday;0;110
1994-04-21;14,800000190;61,0;19;8;1;NA;1994;Apr;21;Thursday;0;111
1994-04-22;15,800000190;64,0;23;9;2;NA;1994;Apr;22;Friday;0;112
1994-04-23;19,299999240;54,0;26;12;1;NA;1994;Apr;23;Saturday;1;113
1994-04-24;16,600000380;48,0;20;12;1;NA;1994;Apr;24;Sunday;1;114
1994-04-25;16,899999620;34,0;20;9;0;NA;1994;Apr;25;Monday;0;115
1994-04-26;17,600000380;42,0;15;5;1;NA;1994;Apr;26;Tuesday;0;116
1994-04-27;17,399999620;75,0;22;8;4;NA;1994;Apr;27;Wednesday;0;117
1994-04-28;18,200000760;64,0;20;9;2;NA;1994;Apr;28;Thursday;0;118
1994-04-29;19,000000000;49,0;19;6;3;NA;1994;Apr;29;Friday;0;119
1994-04-30;19,299999240;56,0;20;9;1;NA;1994;Apr;30;Saturday;1;120
1994-05-01;20,700000760;34,0;20;11;0;NA;1994;May;1;Sunday;1;121
1994-05-02;21,899999620;48,0;18;4;0;NA;1994;May;2;Monday;0;122
1994-05-03;18,399999620;76,0;27;10;2;NA;1994;May;3;Tuesday;0;123
1994-05-04;17,600000380;80,0;29;12;1;NA;1994;May;4;Wednesday;0;124
1994-05-05;18,200000760;68,0;11;2;2;NA;1994;May;5;Thursday;0;125
1994-05-06;17,600000380;74,0;15;8;0;NA;1994;May;6;Friday;0;126
1994-05-07;17,600000380;75,0;15;4;3;NA;1994;May;7;Saturday;1;127
1994-05-08;16,399999620;78,0;14;5;0;NA;1994;May;8;Sunday;1;128
1994-05-09;19,100000380;64,0;19;11;0;NA;1994;May;9;Monday;0;129
1994-05-10;17,899999620;64,0;20;11;2;NA;1994;May;10;Tuesday;0;130
1994-05-11;20,200000760;41,0;18;8;3;NA;1994;May;11;Wednesday;0;131
1994-05-12;18,299999240;42,0;15;11;1;NA;1994;May;12;Thursday;0;132
1994-05-13;15,000000000;78,0;15;5;2;NA;1994;May;13;Friday;0;133
1994-05-14;17,299999240;57,0;9;4;2;NA;1994;May;14;Saturday;1;134
1994-05-15;17,500000000;75,0;16;3;1;NA;1994;May;15;Sunday;1;135
1994-05-16;21,399999620;59,0;27;14;5;NA;1994;May;16;Monday;0;136
1994-05-17;22,000000000;41,0;18;8;2;NA;1994;May;17;Tuesday;0;137
1994-05-18;20,600000380;39,0;19;9;1;NA;1994;May;18;Wednesday;0;138
1994-05-19;22,100000380;38,0;15;3;3;NA;1994;May;19;Thursday;0;139
1994-05-20;22,200000760;51,0;14;8;0;NA;1994;May;20;Friday;0;140
1994-05-21;24,100000380;36,0;17;4;0;NA;1994;May;21;Saturday;1;141
1994-05-22;22,000000000;69,0;22;8;0;NA;1994;May;22;Sunday;1;142
1994-05-23;20,500000000;79,0;10;5;0;NA;1994;May;23;Monday;0;143
1994-05-24;24,899999620;49,0;14;9;0;NA;1994;May;24;Tuesday;0;144
1994-05-25;21,100000380;75,0;15;9;1;NA;1994;May;25;Wednesday;0;145
1994-05-26;25,700000760;42,0;16;8;2;NA;1994;May;26;Thursday;0;146
1994-05-27;20,899999620;79,0;20;9;1;NA;1994;May;27;Friday;0;147
1994-05-28;21,200000760;77,0;23;10;2;NA;1994;May;28;Saturday;1;148
1994-05-29;21,100000380;77,0;19;9;1;NA;1994;May;29;Sunday;1;149
1994-05-30;21,700000760;77,0;16;4;1;NA;1994;May;30;Monday;0;150
1994-05-31;22,399999620;75,0;17;7;0;NA;1994;May;31;Tuesday;0;151
1994-06-01;23,500000000;67,0;19;6;1;NA;1994;Jun;1;Wednesday;0;152
1994-06-02;27,600000380;26,0;15;6;2;NA;1994;Jun;2;Thursday;0;153
1994-06-03;22,600000380;71,0;16;0;3;NA;1994;Jun;3;Friday;0;154
1994-06-04;21,899999620;72,0;15;4;4;NA;1994;Jun;4;Saturday;1;155
1994-06-05;22,299999240;59,0;25;8;4;NA;1994;Jun;5;Sunday;1;156
1994-06-06;22,899999620;67,0;14;4;0;NA;1994;Jun;6;Monday;0;157
1994-06-07;21,600000380;69,0;16;3;2;NA;1994;Jun;7;Tuesday;0;158
1994-06-08;22,000000000;67,0;18;7;1;NA;1994;Jun;8;Wednesday;0;159
1994-06-09;23,000000000;57,0;11;5;0;NA;1994;Jun;9;Thursday;0;160
1994-06-10;22,299999240;64,0;15;7;2;NA;1994;Jun;10;Friday;0;161
1994-06-11;20,200000760;68,0;13;3;0;NA;1994;Jun;11;Saturday;1;162
1994-06-12;19,100000380;43,0;10;5;1;NA;1994;Jun;12;Sunday;1;163
1994-06-13;19,299999240;41,0;13;2;0;NA;1994;Jun;13;Monday;0;164
1994-06-14;21,299999240;57,0;18;5;2;NA;1994;Jun;14;Tuesday;0;165
1994-06-15;21,200000760;71,0;13;6;1;NA;1994;Jun;15;Wednesday;0;166
1994-06-16;21,399999620;74,0;16;6;2;NA;1994;Jun;16;Thursday;0;167
1994-06-17;22,399999620;60,0;17;4;1;NA;1994;Jun;17;Friday;0;168
1994-06-18;22,600000380;70,0;16;8;2;NA;1994;Jun;18;Saturday;1;169
1994-06-19;23,399999620;74,0;22;6;1;NA;1994;Jun;19;Sunday;1;170
1994-06-20;23,600000380;75,0;16;9;1;NA;1994;Jun;20;Monday;0;171
1994-06-21;23,799999240;73,0;13;4;1;NA;1994;Jun;21;Tuesday;0;172
1994-06-22;24,399999620;57,0;18;9;0;NA;1994;Jun;22;Wednesday;0;173
1994-06-23;23,500000000;53,0;20;7;2;NA;1994;Jun;23;Thursday;0;174
1994-06-24;23,399999620;61,0;8;2;0;NA;1994;Jun;24;Friday;0;175
1994-06-25;26,299999240;47,0;12;5;0;NA;1994;Jun;25;Saturday;1;176
1994-06-26;23,399999620;42,0;29;8;1;NA;1994;Jun;26;Sunday;1;177
1994-06-27;22,100000380;58,0;12;5;0;NA;1994;Jun;27;Monday;0;178
1994-06-28;23,100000380;64,0;16;8;2;NA;1994;Jun;28;Tuesday;0;179
1994-06-29;23,600000380;62,0;18;7;2;NA;1994;Jun;29;Wednesday;0;180
1994-06-30;24,500000000;66,0;18;4;3;NA;1994;Jun;30;Thursday;0;181
1994-07-01;25,399999620;53,0;18;11;0;NA;1994;Jul;1;Friday;0;182
1994-07-02;25,299999240;67,0;20;6;1;NA;1994;Jul;2;Saturday;1;183
1994-07-03;25,799999240;65,0;18;6;1;NA;1994;Jul;3;Sunday;1;184
1994-07-04;27,600000380;72,0;17;6;1;NA;1994;Jul;4;Monday;0;185
1994-07-05;26,700000760;75,0;25;9;4;NA;1994;Jul;5;Tuesday;0;186
1994-07-06;25,299999240;81,0;18;8;3;NA;1994;Jul;6;Wednesday;0;187
1994-07-07;26,200000760;72,0;27;14;2;NA;1994;Jul;7;Thursday;0;188
1994-07-08;25,299999240;72,0;15;5;2;NA;1994;Jul;8;Friday;0;189
1994-07-09;25,200000760;72,0;13;6;0;NA;1994;Jul;9;Saturday;1;190
1994-07-10;25,299999240;74,0;23;9;2;NA;1994;Jul;10;Sunday;1;191
1994-07-11;25,700000760;74,0;18;9;0;NA;1994;Jul;11;Monday;0;192
1994-07-12;25,700000760;73,0;17;5;1;NA;1994;Jul;12;Tuesday;0;193
1994-07-13;26,200000760;71,0;17;7;1;NA;1994;Jul;13;Wednesday;0;194
1994-07-14;25,500000000;65,0;15;4;1;NA;1994;Jul;14;Thursday;0;195
1994-07-15;26,799999240;66,0;14;4;0;NA;1994;Jul;15;Friday;0;196
1994-07-16;26,500000000;55,0;19;8;1;NA;1994;Jul;16;Saturday;1;197
1994-07-17;26,700000760;62,0;17;7;2;NA;1994;Jul;17;Sunday;1;198
1994-07-18;26,899999620;77,0;29;13;0;NA;1994;Jul;18;Monday;0;199
1994-07-19;27,899999620;72,0;17;5;1;NA;1994;Jul;19;Tuesday;0;200
1994-07-20;27,399999620;74,0;23;6;2;NA;1994;Jul;20;Wednesday;0;201
1994-07-21;27,899999620;67,0;17;5;0;NA;1994;Jul;21;Thursday;0;202
1994-07-22;27,399999620;70,0;18;6;2;NA;1994;Jul;22;Friday;0;203
1994-07-23;27,000000000;70,0;13;5;1;NA;1994;Jul;23;Saturday;1;204
1994-07-24;26,700000760;70,0;15;7;0;NA;1994;Jul;24;Sunday;1;205
1994-07-25;27,000000000;66,0;19;7;0;NA;1994;Jul;25;Monday;0;206
1994-07-26;27,100000380;72,0;20;7;0;NA;1994;Jul;26;Tuesday;0;207
1994-07-27;27,200000760;59,0;17;8;0;NA;1994;Jul;27;Wednesday;0;208
1994-07-28;26,799999240;60,0;16;5;0;NA;1994;Jul;28;Thursday;0;209
1994-07-29;28,000000000;62,0;23;11;2;NA;1994;Jul;29;Friday;0;210
1994-07-30;27,700000760;69,0;19;8;2;NA;1994;Jul;30;Saturday;1;211
1994-07-31;30,000000000;55,0;19;5;2;NA;1994;Jul;31;Sunday;1;212
1994-08-01;26,700000760;67,0;19;12;0;NA;1994;Aug;1;Monday;0;213
1994-08-02;27,399999620;72,0;18;7;2;NA;1994;Aug;2;Tuesday;0;214
1994-08-03;27,899999620;70,0;16;7;3;NA;1994;Aug;3;Wednesday;0;215
1994-08-04;27,299999240;67,0;27;9;5;NA;1994;Aug;4;Thursday;0;216
1994-08-05;27,600000380;73,0;18;3;3;NA;1994;Aug;5;Friday;0;217
1994-08-06;27,899999620;77,0;31;12;1;NA;1994;Aug;6;Saturday;1;218
1994-08-07;28,100000380;81,0;22;7;2;NA;1994;Aug;7;Sunday;1;219
1994-08-08;28,799999240;74,0;26;11;2;NA;1994;Aug;8;Monday;0;220
1994-08-09;29,600000380;71,0;23;13;1;NA;1994;Aug;9;Tuesday;0;221
1994-08-10;29,200000760;31,0;13;4;0;NA;1994;Aug;10;Wednesday;0;222
1994-08-11;30,200000760;43,0;19;6;3;NA;1994;Aug;11;Thursday;0;223
1994-08-12;27,100000380;68,0;19;7;3;NA;1994;Aug;12;Friday;0;224
1994-08-13;27,000000000;71,0;14;5;0;NA;1994;Aug;13;Saturday;1;225
1994-08-14;25,700000760;77,0;30;14;3;NA;1994;Aug;14;Sunday;1;226
1994-08-15;26,000000000;73,0;12;7;0;NA;1994;Aug;15;Monday;0;227
1994-08-16;27,000000000;77,0;26;13;2;NA;1994;Aug;16;Tuesday;0;228
1994-08-17;26,899999620;78,0;15;7;0;NA;1994;Aug;17;Wednesday;0;229
1994-08-18;27,600000380;71,0;23;9;4;NA;1994;Aug;18;Thursday;0;230
1994-08-19;27,700000760;75,0;20;12;1;NA;1994;Aug;19;Friday;0;231
1994-08-20;28,000000000;71,0;20;8;1;NA;1994;Aug;20;Saturday;1;232
1994-08-21;27,799999240;62,0;23;12;1;NA;1994;Aug;21;Sunday;1;233
1994-08-22;27,500000000;76,0;24;12;3;NA;1994;Aug;22;Monday;0;234
1994-08-23;33,799999240;50,0;14;4;1;NA;1994;Aug;23;Tuesday;0;235
1994-08-24;28,200000760;73,0;14;6;2;NA;1994;Aug;24;Wednesday;0;236
1994-08-25;27,799999240;62,0;17;6;1;NA;1994;Aug;25;Thursday;0;237
1994-08-26;27,700000760;58,0;15;5;0;NA;1994;Aug;26;Friday;0;238
1994-08-27;27,500000000;68,0;16;5;3;NA;1994;Aug;27;Saturday;1;239
1994-08-28;27,100000380;74,0;23;7;7;NA;1994;Aug;28;Sunday;1;240
1994-08-29;27,899999620;80,0;24;10;3;NA;1994;Aug;29;Monday;0;241
1994-08-30;27,799999240;79,0;14;2;3;NA;1994;Aug;30;Tuesday;0;242
1994-08-31;27,799999240;63,0;24;7;3;NA;1994;Aug;31;Wednesday;0;243
1994-09-01;26,700000760;69,0;17;4;2;NA;1994;Sep;1;Thursday;0;244
1994-09-02;25,799999240;55,0;12;6;0;NA;1994;Sep;2;Friday;0;245
1994-09-03;26,200000760;68,0;12;5;1;NA;1994;Sep;3;Saturday;1;246
1994-09-04;25,399999620;59,0;16;3;1;NA;1994;Sep;4;Sunday;1;247
1994-09-05;25,799999240;54,0;11;4;0;NA;1994;Sep;5;Monday;0;248
1994-09-06;25,299999240;61,0;14;6;0;NA;1994;Sep;6;Tuesday;0;249
1994-09-07;24,600000380;73,0;22;8;1;NA;1994;Sep;7;Wednesday;0;250
1994-09-08;28,700000760;29,0;19;6;1;NA;1994;Sep;8;Thursday;0;251
1994-09-09;24,899999620;68,0;11;7;1;NA;1994;Sep;9;Friday;0;252
1994-09-10;26,000000000;58,0;23;9;1;NA;1994;Sep;10;Saturday;1;253
1994-09-11;25,100000380;63,0;16;9;0;NA;1994;Sep;11;Sunday;1;254
1994-09-12;26,899999620;55,0;18;7;0;NA;1994;Sep;12;Monday;0;255
1994-09-13;26,500000000;76,0;21;8;1;NA;1994;Sep;13;Tuesday;0;256
1994-09-14;24,000000000;22,0;11;6;1;NA;1994;Sep;14;Wednesday;0;257
1994-09-15;22,899999620;36,0;12;5;1;NA;1994;Sep;15;Thursday;0;258
1994-09-16;25,899999620;33,0;23;7;3;NA;1994;Sep;16;Friday;0;259
1994-09-17;21,399999620;43,0;11;2;2;NA;1994;Sep;17;Saturday;1;260
1994-09-18;18,899999620;39,0;15;8;1;NA;1994;Sep;18;Sunday;1;261
1994-09-19;18,399999620;54,0;11;2;0;NA;1994;Sep;19;Monday;0;262
1994-09-20;21,899999620;56,0;15;4;0;NA;1994;Sep;20;Tuesday;0;263
1994-09-21;18,100000380;69,0;16;6;1;NA;1994;Sep;21;Wednesday;0;264
1994-09-22;14,300000190;91,0;14;5;2;NA;1994;Sep;22;Thursday;0;265
1994-09-23;18,799999240;67,0;16;5;1;NA;1994;Sep;23;Friday;0;266
1994-09-24;17,600000380;68,0;18;8;0;NA;1994;Sep;24;Saturday;1;267
1994-09-25;20,000000000;70,0;16;9;0;NA;1994;Sep;25;Sunday;1;268
1994-09-26;20,700000760;65,0;21;8;3;NA;1994;Sep;26;Monday;0;269
1994-09-27;19,799999240;73,0;17;8;3;NA;1994;Sep;27;Tuesday;0;270
1994-09-28;18,299999240;86,0;15;5;1;NA;1994;Sep;28;Wednesday;0;271
1994-09-29;17,700000760;85,0;18;5;0;NA;1994;Sep;29;Thursday;0;272
1994-09-30;20,700000760;79,0;16;3;3;NA;1994;Sep;30;Friday;0;273
1994-10-01;20,299999240;83,0;14;4;2;NA;1994;Oct;1;Saturday;1;274
1994-10-02;20,100000380;77,0;23;7;3;NA;1994;Oct;2;Sunday;1;275
1994-10-03;20,600000380;74,0;18;7;1;NA;1994;Oct;3;Monday;0;276
1994-10-04;21,200000760;72,0;26;9;1;NA;1994;Oct;4;Tuesday;0;277
1994-10-05;19,000000000;81,0;19;7;0;NA;1994;Oct;5;Wednesday;0;278
1994-10-06;18,100000380;72,0;14;5;1;NA;1994;Oct;6;Thursday;0;279
1994-10-07;18,100000380;71,0;19;8;1;NA;1994;Oct;7;Friday;0;280
1994-10-08;18,799999240;67,0;20;9;0;NA;1994;Oct;8;Saturday;1;281
1994-10-09;17,100000380;96,0;17;8;3;NA;1994;Oct;9;Sunday;1;282
1994-10-10;20,100000380;90,0;15;6;2;NA;1994;Oct;10;Monday;0;283
1994-10-11;20,700000760;83,0;21;9;2;NA;1994;Oct;11;Tuesday;0;284
1994-10-12;21,500000000;83,0;15;6;2;NA;1994;Oct;12;Wednesday;0;285
1994-10-13;21,399999620;86,0;22;9;2;NA;1994;Oct;13;Thursday;0;286
1994-10-14;20,799999240;85,0;18;6;2;NA;1994;Oct;14;Friday;0;287
1994-10-15;18,600000380;92,0;18;8;3;NA;1994;Oct;15;Saturday;1;288
1994-10-16;20,600000380;81,0;19;8;1;NA;1994;Oct;16;Sunday;1;289
1994-10-17;17,799999240;79,0;12;4;1;NA;1994;Oct;17;Monday;0;290
1994-10-18;18,600000380;75,0;19;9;2;NA;1994;Oct;18;Tuesday;0;291
1994-10-19;19,899999620;63,0;18;6;0;NA;1994;Oct;19;Wednesday;0;292
1994-10-20;20,000000000;52,0;12;3;2;NA;1994;Oct;20;Thursday;0;293
1994-10-21;19,000000000;49,0;21;5;3;NA;1994;Oct;21;Friday;0;294
1994-10-22;22,000000000;54,0;16;6;0;NA;1994;Oct;22;Saturday;1;295
1994-10-23;21,200000760;46,0;17;5;4;NA;1994;Oct;23;Sunday;1;296
1994-10-24;18,399999620;51,0;18;5;3;NA;1994;Oct;24;Monday;0;297
1994-10-25;17,899999620;55,0;17;9;1;NA;1994;Oct;25;Tuesday;0;298
1994-10-26;19,500000000;70,0;17;4;3;NA;1994;Oct;26;Wednesday;0;299
1994-10-27;17,299999240;92,0;17;9;0;NA;1994;Oct;27;Thursday;0;300
1994-10-28;18,500000000;73,0;18;5;2;NA;1994;Oct;28;Friday;0;301
1994-10-29;17,600000380;74,0;22;8;3;NA;1994;Oct;29;Saturday;1;302
1994-10-30;17,899999620;78,0;13;1;2;NA;1994;Oct;30;Sunday;1;303
1994-10-31;16,600000380;79,0;9;5;1;NA;1994;Oct;31;Monday;0;304
1994-11-01;17,799999240;84,0;16;6;1;NA;1994;Nov;1;Tuesday;0;305
1994-11-02;19,700000760;86,0;13;6;2;NA;1994;Nov;2;Wednesday;0;306
1994-11-03;19,799999240;77,0;14;4;1;NA;1994;Nov;3;Thursday;0;307
1994-11-04;15,399999620;92,0;17;7;0;NA;1994;Nov;4;Friday;0;308
1994-11-05;14,699999810;54,0;18;7;2;NA;1994;Nov;5;Saturday;1;309
1994-11-06;14,699999810;55,0;11;3;1;NA;1994;Nov;6;Sunday;1;310
1994-11-07;17,700000760;54,0;25;13;0;NA;1994;Nov;7;Monday;0;311
1994-11-08;18,799999240;61,0;16;7;2;NA;1994;Nov;8;Tuesday;0;312
1994-11-09;18,399999620;62,0;19;8;1;NA;1994;Nov;9;Wednesday;0;313
1994-11-10;18,799999240;54,0;7;4;0;NA;1994;Nov;10;Thursday;0;314
1994-11-11;19,500000000;55,0;13;6;0;NA;1994;Nov;11;Friday;0;315
1994-11-12;18,600000380;71,0;15;5;2;NA;1994;Nov;12;Saturday;1;316
1994-11-13;17,000000000;58,0;19;7;0;NA;1994;Nov;13;Sunday;1;317
1994-11-14;16,500000000;67,0;20;12;1;NA;1994;Nov;14;Monday;0;318
