fecha;tmean;rh;tm;cm;rm;o38;yr;mo;dy;wd;wk;trend
2000-10-14;17,500000000;48,0;17;8;0;NA;2000;Oct;14;Saturday;1;2479
2000-10-15;17,600000380;51,0;20;4;2;NA;2000;Oct;15;Sunday;1;2480
2000-10-16;20,000000000;61,0;20;7;3;NA;2000;Oct;16;Monday;0;2481
2000-10-17;18,500000000;70,0;12;3;1;NA;2000;Oct;17;Tuesday;0;2482
2000-10-18;18,799999240;74,0;22;12;3;NA;2000;Oct;18;Wednesday;0;2483
2000-10-19;20,000000000;68,0;13;5;1;NA;2000;Oct;19;Thursday;0;2484
2000-10-20;18,600000380;77,0;18;5;4;NA;2000;Oct;20;Friday;0;2485
2000-10-21;20,399999620;84,0;18;11;0;NA;2000;Oct;21;Saturday;1;2486
2000-10-22;19,200000760;90,0;21;7;3;NA;2000;Oct;22;Sunday;1;2487
2000-10-23;19,399999620;95,0;21;7;3;NA;2000;Oct;23;Monday;0;2488
2000-10-24;19,000000000;97,0;10;3;1;NA;2000;Oct;24;Tuesday;0;2489
2000-10-25;17,799999240;88,0;17;7;0;NA;2000;Oct;25;Wednesday;0;2490
2000-10-26;18,600000380;83,0;16;4;2;NA;2000;Oct;26;Thursday;0;2491
2000-10-27;18,799999240;81,0;13;5;0;NA;2000;Oct;27;Friday;0;2492
2000-10-28;19,100000380;82,0;20;9;0;NA;2000;Oct;28;Saturday;1;2493
2000-10-29;18,500000000;83,0;10;6;1;NA;2000;Oct;29;Sunday;1;2494
2000-10-30;18,000000000;70,0;16;3;0;NA;2000;Oct;30;Monday;0;2495
2000-10-31;17,799999240;58,0;19;8;3;NA;2000;Oct;31;Tuesday;0;2496
2000-11-01;15,199999810;54,0;13;7;0;NA;2000;Nov;1;Wednesday;0;2497
2000-11-02;17,799999240;55,0;17;9;0;NA;2000;Nov;2;Thursday;0;2498
2000-11-03;16,299999240;48,0;16;7;2;NA;2000;Nov;3;Friday;0;2499
2000-11-04;14,500000000;48,0;14;8;1;NA;2000;Nov;4;Saturday;1;2500
2000-11-05;15,399999620;59,0;17;8;1;NA;2000;Nov;5;Sunday;1;2501
2000-11-06;17,799999240;51,0;15;6;0;NA;2000;Nov;6;Monday;0;2502
2000-11-07;13,500000000;49,0;12;3;0;NA;2000;Nov;7;Tuesday;0;2503
2000-11-08;12,300000190;53,0;18;5;2;NA;2000;Nov;8;Wednesday;0;2504
2000-11-09;12,800000190;55,0;29;10;6;NA;2000;Nov;9;Thursday;0;2505
2000-11-10;12,199999810;62,0;13;4;0;NA;2000;Nov;10;Friday;0;2506
2000-11-11;12,699999810;71,0;25;8;3;NA;2000;Nov;11;Saturday;1;2507
2000-11-12;16,399999620;72,0;20;5;2;NA;2000;Nov;12;Sunday;1;2508
2000-11-13;14,399999620;77,0;19;6;5;NA;2000;Nov;13;Monday;0;2509
2000-11-14;13,600000380;57,0;13;4;2;NA;2000;Nov;14;Tuesday;0;2510
2000-11-15;11,399999620;68,0;16;6;2;NA;2000;Nov;15;Wednesday;0;2511
2000-11-16;12,699999810;55,0;25;9;3;NA;2000;Nov;16;Thursday;0;2512
2000-11-17;14,000000000;49,0;19;6;2;NA;2000;Nov;17;Friday;0;2513
2000-11-18;14,300000190;52,0;8;4;0;NA;2000;Nov;18;Saturday;1;2514
2000-11-19;15,399999620;54,0;22;11;5;NA;2000;Nov;19;Sunday;1;2515
2000-11-20;15,000000000;62,0;13;8;0;NA;2000;Nov;20;Monday;0;2516
2000-11-21;14,199999810;57,0;19;7;1;NA;2000;Nov;21;Tuesday;0;2517
2000-11-22;16,100000380;57,0;23;8;3;NA;2000;Nov;22;Wednesday;0;2518
2000-11-23;17,899999620;60,0;19;6;1;NA;2000;Nov;23;Thursday;0;2519
2000-11-24;13,000000000;53,0;21;6;4;NA;2000;Nov;24;Friday;0;2520
2000-11-25;15,699999810;70,0;20;10;1;NA;2000;Nov;25;Saturday;1;2521
2000-11-26;21,000000000;58,0;19;9;3;NA;2000;Nov;26;Sunday;1;2522
2000-11-27;19,200000760;58,0;29;8;2;NA;2000;Nov;27;Monday;0;2523
2000-11-28;15,800000190;78,0;25;11;0;NA;2000;Nov;28;Tuesday;0;2524
2000-11-29;14,399999620;82,0;19;3;0;NA;2000;Nov;29;Wednesday;0;2525
2000-11-30;15,600000380;60,0;19;10;2;NA;2000;Nov;30;Thursday;0;2526
2000-12-01;15,399999620;69,0;22;9;0;NA;2000;Dec;1;Friday;0;2527
2000-12-02;16,200000760;64,0;17;5;1;NA;2000;Dec;2;Saturday;1;2528
2000-12-03;14,300000190;54,0;17;8;2;NA;2000;Dec;3;Sunday;1;2529
2000-12-04;17,000000000;61,0;19;11;0;NA;2000;Dec;4;Monday;0;2530
2000-12-05;12,399999620;82,0;19;8;4;NA;2000;Dec;5;Tuesday;0;2531
2000-12-06;16,200000760;79,0;27;9;6;NA;2000;Dec;6;Wednesday;0;2532
2000-12-07;13,899999620;93,0;18;7;1;NA;2000;Dec;7;Thursday;0;2533
2000-12-08;16,600000380;68,0;24;5;3;NA;2000;Dec;8;Friday;0;2534
2000-12-09;15,600000380;60,0;23;10;1;NA;2000;Dec;9;Saturday;1;2535
2000-12-10;14,699999810;64,0;18;4;3;NA;2000;Dec;10;Sunday;1;2536
2000-12-11;14,300000190;77,0;20;12;0;NA;2000;Dec;11;Monday;0;2537
2000-12-12;14,600000380;78,0;19;8;1;NA;2000;Dec;12;Tuesday;0;2538
2000-12-13;16,700000760;57,0;10;2;1;NA;2000;Dec;13;Wednesday;0;2539
2000-12-14;14,600000380;51,0;18;7;2;NA;2000;Dec;14;Thursday;0;2540
2000-12-15;14,399999620;49,0;19;8;0;NA;2000;Dec;15;Friday;0;2541
2000-12-16;11,300000190;54,0;22;6;6;NA;2000;Dec;16;Saturday;1;2542
2000-12-17;11,199999810;56,0;13;5;2;NA;2000;Dec;17;Sunday;1;2543
2000-12-18;14,500000000;60,0;12;6;1;NA;2000;Dec;18;Monday;0;2544
2000-12-19;12,399999620;82,0;21;6;3;NA;2000;Dec;19;Tuesday;0;2545
2000-12-20;11,600000380;85,0;25;10;2;NA;2000;Dec;20;Wednesday;0;2546
2000-12-21;12,800000190;83,0;17;10;1;NA;2000;Dec;21;Thursday;0;2547
2000-12-22;12,500000000;88,0;20;8;3;NA;2000;Dec;22;Friday;0;2548
2000-12-23;13,699999810;76,0;16;5;2;NA;2000;Dec;23;Saturday;1;2549
2000-12-24;11,899999620;88,0;19;7;3;NA;2000;Dec;24;Sunday;1;2550
2000-12-25;13,800000190;64,0;18;6;4;NA;2000;Dec;25;Monday;0;2551
2000-12-26;14,899999620;67,0;24;13;1;NA;2000;Dec;26;Tuesday;0;2552
2000-12-27;13,399999620;64,0;16;11;0;NA;2000;Dec;27;Wednesday;0;2553
2000-12-28;13,199999810;57,0;19;8;0;NA;2000;Dec;28;Thursday;0;2554
2000-12-29;15,699999810;54,0;26;10;3;NA;2000;Dec;29;Friday;0;2555
2000-12-30;12,600000380;54,0;20;6;2;NA;2000;Dec;30;Saturday;1;2556
2000-12-31;11,300000190;42,0;13;6;2;NA;2000;Dec;31;Sunday;1;2557
2001-01-01;15,199999810;56,0;18;9;0;NA;2001;Jan;1;Monday;0;2558
2001-01-02;15,699999810;56,0;19;8;1;NA;2001;Jan;2;Tuesday;0;2559
2001-01-03;13,800000190;60,0;24;8;3;NA;2001;Jan;3;Wednesday;0;2560
2001-01-04;17,399999620;56,0;19;4;4;NA;2001;Jan;4;Thursday;0;2561
2001-01-05;18,600000380;63,0;27;11;3;NA;2001;Jan;5;Friday;0;2562
2001-01-06;15,399999620;60,0;23;13;2;NA;2001;Jan;6;Saturday;1;2563
2001-01-07;12,699999810;60,0;16;4;2;NA;2001;Jan;7;Sunday;1;2564
2001-01-08;11,800000190;54,0;27;8;2;NA;2001;Jan;8;Monday;0;2565
2001-01-09;9,300000191;63,0;24;7;2;NA;2001;Jan;9;Tuesday;0;2566
2001-01-10;15,300000190;67,0;27;9;5;NA;2001;Jan;10;Wednesday;0;2567
2001-01-11;13,899999620;88,0;21;11;3;NA;2001;Jan;11;Thursday;0;2568
2001-01-12;11,000000000;92,0;15;6;2;NA;2001;Jan;12;Friday;0;2569
2001-01-13;14,699999810;82,0;23;8;4;NA;2001;Jan;13;Saturday;1;2570
2001-01-14;13,800000190;78,0;26;14;1;NA;2001;Jan;14;Sunday;1;2571
2001-01-15;11,800000190;84,0;22;10;2;NA;2001;Jan;15;Monday;0;2572
2001-01-16;12,199999810;72,0;22;9;2;NA;2001;Jan;16;Tuesday;0;2573
2001-01-17;13,600000380;62,0;21;6;2;NA;2001;Jan;17;Wednesday;0;2574
2001-01-18;11,300000190;74,0;28;6;3;NA;2001;Jan;18;Thursday;0;2575
2001-01-19;13,500000000;68,0;20;9;2;NA;2001;Jan;19;Friday;0;2576
2001-01-20;13,399999620;58,0;27;9;2;NA;2001;Jan;20;Saturday;1;2577
2001-01-21;12,800000190;73,0;18;7;4;NA;2001;Jan;21;Sunday;1;2578
2001-01-22;13,000000000;66,0;17;4;2;NA;2001;Jan;22;Monday;0;2579
2001-01-23;17,700000760;64,0;23;7;4;NA;2001;Jan;23;Tuesday;0;2580
2001-01-24;19,399999620;65,0;23;11;1;NA;2001;Jan;24;Wednesday;0;2581
2001-01-25;14,399999620;59,0;19;6;4;NA;2001;Jan;25;Thursday;0;2582
2001-01-26;13,199999810;61,0;21;13;1;NA;2001;Jan;26;Friday;0;2583
2001-01-27;15,800000190;70,0;19;5;1;NA;2001;Jan;27;Saturday;1;2584
2001-01-28;13,500000000;66,0;19;8;3;NA;2001;Jan;28;Sunday;1;2585
2001-01-29;13,600000380;54,0;17;8;3;NA;2001;Jan;29;Monday;0;2586
2001-01-30;13,600000380;48,0;16;6;0;NA;2001;Jan;30;Tuesday;0;2587
2001-01-31;15,399999620;51,0;10;5;2;NA;2001;Jan;31;Wednesday;0;2588
2001-02-01;15,000000000;45,0;16;9;1;NA;2001;Feb;1;Thursday;0;2589
2001-02-02;12,500000000;62,0;22;6;2;NA;2001;Feb;2;Friday;0;2590
2001-02-03;13,600000380;67,0;13;8;1;NA;2001;Feb;3;Saturday;1;2591
2001-02-04;13,899999620;63,0;17;7;3;NA;2001;Feb;4;Sunday;1;2592
2001-02-05;17,600000380;54,0;24;5;4;NA;2001;Feb;5;Monday;0;2593
2001-02-06;16,399999620;60,0;19;4;6;NA;2001;Feb;6;Tuesday;0;2594
2001-02-07;13,199999810;80,0;19;6;3;NA;2001;Feb;7;Wednesday;0;2595
2001-02-08;15,399999620;50,0;21;12;3;NA;2001;Feb;8;Thursday;0;2596
2001-02-09;15,399999620;44,0;15;4;3;NA;2001;Feb;9;Friday;0;2597
2001-02-10;17,700000760;62,0;26;5;5;NA;2001;Feb;10;Saturday;1;2598
2001-02-11;15,199999810;78,0;22;8;4;NA;2001;Feb;11;Sunday;1;2599
2001-02-12;14,000000000;82,0;21;9;2;NA;2001;Feb;12;Monday;0;2600
2001-02-13;16,500000000;74,0;24;5;4;NA;2001;Feb;13;Tuesday;0;2601
2001-02-14;11,000000000;92,0;17;7;0;NA;2001;Feb;14;Wednesday;0;2602
2001-02-15;11,399999620;92,0;16;3;3;NA;2001;Feb;15;Thursday;0;2603
2001-02-16;13,199999810;69,0;13;6;1;NA;2001;Feb;16;Friday;0;2604
2001-02-17;13,000000000;66,0;20;10;1;NA;2001;Feb;17;Saturday;1;2605
2001-02-18;9,800000191;76,0;19;5;3;NA;2001;Feb;18;Sunday;1;2606
2001-02-19;11,600000380;73,0;18;6;2;NA;2001;Feb;19;Monday;0;2607
2001-02-20;12,500000000;72,0;19;8;7;NA;2001;Feb;20;Tuesday;0;2608
2001-02-21;11,800000190;74,0;26;11;3;NA;2001;Feb;21;Wednesday;0;2609
2001-02-22;12,199999810;77,0;27;13;2;NA;2001;Feb;22;Thursday;0;2610
2001-02-23;16,500000000;60,0;18;6;2;NA;2001;Feb;23;Friday;0;2611
2001-02-24;11,000000000;82,0;17;4;0;NA;2001;Feb;24;Saturday;1;2612
2001-02-25;11,899999620;55,0;16;5;2;NA;2001;Feb;25;Sunday;1;2613
2001-02-26;8,300000191;38,0;32;8;3;NA;2001;Feb;26;Monday;0;2614
2001-02-27;10,399999620;54,0;20;9;1;NA;2001;Feb;27;Tuesday;0;2615
2001-02-28;11,399999620;39,0;20;6;2;NA;2001;Feb;28;Wednesday;0;2616
2001-03-01;11,199999810;59,0;17;7;2;NA;2001;Mar;1;Thursday;0;2617
2001-03-02;17,899999620;67,0;29;11;3;NA;2001;Mar;2;Friday;0;2618
2001-03-03;18,799999240;54,0;25;8;5;NA;2001;Mar;3;Saturday;1;2619
2001-03-04;20,000000000;47,0;27;8;8;NA;2001;Mar;4;Sunday;1;2620
2001-03-05;21,399999620;51,0;18;7;5;NA;2001;Mar;5;Monday;0;2621
2001-03-06;19,399999620;66,0;24;13;3;NA;2001;Mar;6;Tuesday;0;2622
2001-03-07;19,399999620;71,0;26;10;3;NA;2001;Mar;7;Wednesday;0;2623
2001-03-08;18,000000000;60,0;18;11;0;NA;2001;Mar;8;Thursday;0;2624
2001-03-09;18,600000380;55,0;10;5;1;NA;2001;Mar;9;Friday;0;2625
2001-03-10;22,000000000;58,0;24;7;2;NA;2001;Mar;10;Saturday;1;2626
2001-03-11;18,500000000;72,0;27;10;3;NA;2001;Mar;11;Sunday;1;2627
2001-03-12;21,399999620;62,0;20;10;1;NA;2001;Mar;12;Monday;0;2628
2001-03-13;17,200000760;51,0;18;9;1;NA;2001;Mar;13;Tuesday;0;2629
2001-03-14;15,600000380;61,0;18;5;3;NA;2001;Mar;14;Wednesday;0;2630
2001-03-15;13,899999620;70,0;9;2;0;NA;2001;Mar;15;Thursday;0;2631
2001-03-16;15,199999810;68,0;23;8;2;NA;2001;Mar;16;Friday;0;2632
2001-03-17;17,500000000;45,0;19;8;1;NA;2001;Mar;17;Saturday;1;2633
2001-03-18;18,500000000;46,0;15;5;0;NA;2001;Mar;18;Sunday;1;2634
2001-03-19;20,399999620;49,0;18;5;2;NA;2001;Mar;19;Monday;0;2635
2001-03-20;22,000000000;47,0;18;9;1;NA;2001;Mar;20;Tuesday;0;2636
2001-03-21;23,799999240;40,0;23;7;3;NA;2001;Mar;21;Wednesday;0;2637
2001-03-22;24,500000000;48,0;22;11;0;NA;2001;Mar;22;Thursday;0;2638
2001-03-23;23,399999620;54,0;17;8;1;NA;2001;Mar;23;Friday;0;2639
2001-03-24;21,399999620;54,0;21;9;3;NA;2001;Mar;24;Saturday;1;2640
2001-03-25;19,700000760;44,0;22;11;4;NA;2001;Mar;25;Sunday;1;2641
2001-03-26;18,200000760;53,0;18;8;4;NA;2001;Mar;26;Monday;0;2642
2001-03-27;17,299999240;60,0;16;9;3;NA;2001;Mar;27;Tuesday;0;2643
2001-03-28;18,500000000;54,0;20;8;0;NA;2001;Mar;28;Wednesday;0;2644
2001-03-29;18,299999240;53,0;19;7;2;NA;2001;Mar;29;Thursday;0;2645
2001-03-30;19,399999620;60,0;14;4;0;NA;2001;Mar;30;Friday;0;2646
2001-03-31;17,399999620;63,0;20;6;3;NA;2001;Mar;31;Saturday;1;2647
2001-04-01;16,600000380;70,0;18;7;3;NA;2001;Apr;1;Sunday;1;2648
2001-04-02;14,899999620;73,0;21;8;3;NA;2001;Apr;2;Monday;0;2649
2001-04-03;15,399999620;79,0;30;10;4;NA;2001;Apr;3;Tuesday;0;2650
2001-04-04;20,299999240;67,0;21;6;4;NA;2001;Apr;4;Wednesday;0;2651
2001-04-05;19,600000380;72,0;19;4;2;NA;2001;Apr;5;Thursday;0;2652
2001-04-06;21,399999620;71,0;19;5;6;NA;2001;Apr;6;Friday;0;2653
2001-04-07;21,000000000;41,0;18;5;3;NA;2001;Apr;7;Saturday;1;2654
2001-04-08;20,000000000;40,0;18;12;2;NA;2001;Apr;8;Sunday;1;2655
2001-04-09;17,200000760;48,0;23;8;3;NA;2001;Apr;9;Monday;0;2656
2001-04-10;20,200000760;54,0;24;6;2;NA;2001;Apr;10;Tuesday;0;2657
2001-04-11;19,399999620;47,0;16;8;2;NA;2001;Apr;11;Wednesday;0;2658
2001-04-12;16,700000760;48,0;22;10;4;NA;2001;Apr;12;Thursday;0;2659
2001-04-13;15,399999620;63,0;19;6;1;NA;2001;Apr;13;Friday;0;2660
2001-04-14;16,399999620;64,0;13;3;2;NA;2001;Apr;14;Saturday;1;2661
2001-04-15;16,500000000;75,0;17;5;4;NA;2001;Apr;15;Sunday;1;2662
2001-04-16;18,799999240;67,0;14;4;3;NA;2001;Apr;16;Monday;0;2663
2001-04-17;15,800000190;73,0;17;7;2;NA;2001;Apr;17;Tuesday;0;2664
2001-04-18;13,399999620;90,0;11;5;0;NA;2001;Apr;18;Wednesday;0;2665
2001-04-19;14,600000380;77,0;9;4;1;NA;2001;Apr;19;Thursday;0;2666
2001-04-20;13,300000190;76,0;25;9;2;NA;2001;Apr;20;Friday;0;2667
2001-04-21;14,100000380;42,0;22;9;3;NA;2001;Apr;21;Saturday;1;2668
2001-04-22;14,899999620;52,0;24;13;1;NA;2001;Apr;22;Sunday;1;2669
2001-04-23;22,899999620;46,0;18;9;1;NA;2001;Apr;23;Monday;0;2670
2001-04-24;23,600000380;48,0;19;4;4;NA;2001;Apr;24;Tuesday;0;2671
2001-04-25;21,600000380;42,0;24;9;2;NA;2001;Apr;25;Wednesday;0;2672
2001-04-26;17,000000000;69,0;16;8;1;NA;2001;Apr;26;Thursday;0;2673
2001-04-27;17,399999620;73,0;22;10;2;NA;2001;Apr;27;Friday;0;2674
2001-04-28;17,000000000;74,0;22;5;4;NA;2001;Apr;28;Saturday;1;2675
2001-04-29;17,700000760;80,0;21;3;4;NA;2001;Apr;29;Sunday;1;2676
2001-04-30;16,000000000;64,0;13;3;2;NA;2001;Apr;30;Monday;0;2677
2001-05-01;12,699999810;72,0;20;7;0;NA;2001;May;1;Tuesday;0;2678
2001-05-02;13,699999810;69,0;20;7;1;NA;2001;May;2;Wednesday;0;2679
2001-05-03;15,600000380;63,0;14;2;1;NA;2001;May;3;Thursday;0;2680
2001-05-04;15,699999810;65,0;18;9;3;NA;2001;May;4;Friday;0;2681
2001-05-05;18,200000760;54,0;15;4;4;NA;2001;May;5;Saturday;1;2682
2001-05-06;17,000000000;59,0;14;4;2;NA;2001;May;6;Sunday;1;2683
2001-05-07;16,200000760;66,0;16;2;3;NA;2001;May;7;Monday;0;2684
2001-05-08;16,000000000;74,0;16;6;3;NA;2001;May;8;Tuesday;0;2685
2001-05-09;16,000000000;81,0;19;5;4;NA;2001;May;9;Wednesday;0;2686
2001-05-10;17,100000380;73,0;17;7;4;NA;2001;May;10;Thursday;0;2687
2001-05-11;21,000000000;62,0;13;3;1;NA;2001;May;11;Friday;0;2688
2001-05-12;21,600000380;60,0;15;4;3;NA;2001;May;12;Saturday;1;2689
2001-05-13;20,600000380;77,0;20;14;1;NA;2001;May;13;Sunday;1;2690
2001-05-14;21,600000380;64,0;19;9;1;NA;2001;May;14;Monday;0;2691
2001-05-15;23,200000760;55,0;16;8;3;NA;2001;May;15;Tuesday;0;2692
2001-05-16;25,200000760;54,0;15;4;1;NA;2001;May;16;Wednesday;0;2693
2001-05-17;21,899999620;82,0;20;7;3;NA;2001;May;17;Thursday;0;2694
2001-05-18;20,399999620;83,0;24;14;4;NA;2001;May;18;Friday;0;2695
2001-05-19;19,600000380;72,0;20;8;0;NA;2001;May;19;Saturday;1;2696
2001-05-20;21,299999240;63,0;22;11;1;NA;2001;May;20;Sunday;1;2697
2001-05-21;20,200000760;54,0;11;5;1;NA;2001;May;21;Monday;0;2698
2001-05-22;20,399999620;73,0;20;5;1;NA;2001;May;22;Tuesday;0;2699
2001-05-23;21,799999240;72,0;12;3;1;NA;2001;May;23;Wednesday;0;2700
2001-05-24;21,200000760;76,0;16;5;1;NA;2001;May;24;Thursday;0;2701
2001-05-25;21,200000760;79,0;20;10;3;NA;2001;May;25;Friday;0;2702
2001-05-26;22,000000000;64,0;17;4;2;NA;2001;May;26;Saturday;1;2703
2001-05-27;22,899999620;61,0;11;4;0;NA;2001;May;27;Sunday;1;2704
2001-05-28;23,700000760;58,0;12;8;0;NA;2001;May;28;Monday;0;2705
2001-05-29;24,100000380;50,0;17;7;1;NA;2001;May;29;Tuesday;0;2706
2001-05-30;24,299999240;50,0;20;3;2;NA;2001;May;30;Wednesday;0;2707
2001-05-31;24,200000760;51,0;14;6;1;NA;2001;May;31;Thursday;0;2708
2001-06-01;23,700000760;69,0;27;9;3;NA;2001;Jun;1;Friday;0;2709
2001-06-02;24,200000760;73,0;15;5;1;NA;2001;Jun;2;Saturday;1;2710
2001-06-03;24,899999620;76,0;19;9;3;NA;2001;Jun;3;Sunday;1;2711
2001-06-04;24,200000760;75,0;24;10;4;NA;2001;Jun;4;Monday;0;2712
2001-06-05;23,000000000;78,0;20;7;1;NA;2001;Jun;5;Tuesday;0;2713
2001-06-06;22,799999240;79,0;12;3;2;NA;2001;Jun;6;Wednesday;0;2714
2001-06-07;22,799999240;72,0;17;6;1;NA;2001;Jun;7;Thursday;0;2715
2001-06-08;23,000000000;76,0;15;7;1;NA;2001;Jun;8;Friday;0;2716
2001-06-09;24,600000380;79,0;22;12;2;NA;2001;Jun;9;Saturday;1;2717
2001-06-10;23,799999240;75,0;14;4;3;NA;2001;Jun;10;Sunday;1;2718
2001-06-11;20,399999620;70,0;16;7;1;NA;2001;Jun;11;Monday;0;2719
2001-06-12;21,600000380;70,0;15;4;0;NA;2001;Jun;12;Tuesday;0;2720
2001-06-13;23,299999240;66,0;18;6;0;NA;2001;Jun;13;Wednesday;0;2721
2001-06-14;23,000000000;81,0;20;7;2;NA;2001;Jun;14;Thursday;0;2722
2001-06-15;24,399999620;78,0;10;4;4;NA;2001;Jun;15;Friday;0;2723
2001-06-16;27,200000760;50,0;16;9;0;NA;2001;Jun;16;Saturday;1;2724
2001-06-17;23,100000380;57,0;20;8;0;NA;2001;Jun;17;Sunday;1;2725
2001-06-18;21,799999240;56,0;18;3;4;NA;2001;Jun;18;Monday;0;2726
2001-06-19;22,000000000;60,0;11;7;0;NA;2001;Jun;19;Tuesday;0;2727
2001-06-20;23,200000760;68,0;15;6;1;NA;2001;Jun;20;Wednesday;0;2728
2001-06-21;24,000000000;69,0;16;10;2;NA;2001;Jun;21;Thursday;0;2729
2001-06-22;24,500000000;72,0;17;7;1;NA;2001;Jun;22;Friday;0;2730
2001-06-23;25,600000380;76,0;14;4;0;NA;2001;Jun;23;Saturday;1;2731
2001-06-24;25,799999240;72,0;20;6;3;NA;2001;Jun;24;Sunday;1;2732
2001-06-25;25,899999620;59,0;24;8;4;NA;2001;Jun;25;Monday;0;2733
2001-06-26;24,799999240;74,0;21;9;0;NA;2001;Jun;26;Tuesday;0;2734
2001-06-27;25,799999240;79,0;10;5;1;NA;2001;Jun;27;Wednesday;0;2735
2001-06-28;26,600000380;63,0;16;7;1;NA;2001;Jun;28;Thursday;0;2736
2001-06-29;24,399999620;71,0;18;3;2;NA;2001;Jun;29;Friday;0;2737
2001-06-30;25,600000380;76,0;15;9;2;NA;2001;Jun;30;Saturday;1;2738
2001-07-01;26,000000000;64,0;20;5;4;NA;2001;Jul;1;Sunday;1;2739
2001-07-02;26,899999620;68,0;19;8;1;NA;2001;Jul;2;Monday;0;2740
2001-07-03;26,799999240;74,0;10;4;0;NA;2001;Jul;3;Tuesday;0;2741
2001-07-04;26,200000760;83,0;14;5;0;NA;2001;Jul;4;Wednesday;0;2742
2001-07-05;28,399999620;64,0;21;3;1;NA;2001;Jul;5;Thursday;0;2743
2001-07-06;26,700000760;49,0;17;8;1;NA;2001;Jul;6;Friday;0;2744
2001-07-07;24,700000760;60,0;19;7;2;NA;2001;Jul;7;Saturday;1;2745
2001-07-08;25,200000760;77,0;30;8;2;NA;2001;Jul;8;Sunday;1;2746
2001-07-09;25,600000380;80,0;23;5;3;NA;2001;Jul;9;Monday;0;2747
2001-07-10;25,799999240;70,0;27;13;3;NA;2001;Jul;10;Tuesday;0;2748
2001-07-11;26,000000000;79,0;13;3;1;NA;2001;Jul;11;Wednesday;0;2749
2001-07-12;26,500000000;80,0;25;4;1;NA;2001;Jul;12;Thursday;0;2750
2001-07-13;26,399999620;78,0;18;5;2;NA;2001;Jul;13;Friday;0;2751
2001-07-14;27,000000000;77,0;18;7;1;NA;2001;Jul;14;Saturday;1;2752
2001-07-15;25,500000000;67,0;17;5;0;NA;2001;Jul;15;Sunday;1;2753
2001-07-16;23,700000760;76,0;19;3;7;NA;2001;Jul;16;Monday;0;2754
2001-07-17;27,299999240;71,0;11;3;0;NA;2001;Jul;17;Tuesday;0;2755
2001-07-18;25,399999620;66,0;22;4;3;NA;2001;Jul;18;Wednesday;0;2756
2001-07-19;26,200000760;56,0;20;5;2;NA;2001;Jul;19;Thursday;0;2757
2001-07-20;22,799999240;53,0;15;6;0;NA;2001;Jul;20;Friday;0;2758
2001-07-21;23,399999620;58,0;8;4;0;NA;2001;Jul;21;Saturday;1;2759
2001-07-22;24,299999240;72,0;17;5;2;NA;2001;Jul;22;Sunday;1;2760
2001-07-23;25,299999240;79,0;19;6;1;NA;2001;Jul;23;Monday;0;2761
2001-07-24;25,200000760;76,0;18;5;2;NA;2001;Jul;24;Tuesday;0;2762
2001-07-25;25,899999620;73,0;25;13;1;NA;2001;Jul;25;Wednesday;0;2763
2001-07-26;25,500000000;80,0;16;7;3;NA;2001;Jul;26;Thursday;0;2764
2001-07-27;26,000000000;76,0;10;1;1;NA;2001;Jul;27;Friday;0;2765
2001-07-28;26,600000380;79,0;16;7;2;NA;2001;Jul;28;Saturday;1;2766
2001-07-29;26,100000380;78,0;21;9;3;NA;2001;Jul;29;Sunday;1;2767
2001-07-30;26,899999620;70,0;19;7;3;NA;2001;Jul;30;Monday;0;2768
2001-07-31;27,399999620;66,0;24;4;4;NA;2001;Jul;31;Tuesday;0;2769
2001-08-01;27,799999240;61,0;23;8;4;NA;2001;Aug;1;Wednesday;0;2770
2001-08-02;28,600000380;68,0;19;9;2;NA;2001;Aug;2;Thursday;0;2771
2001-08-03;27,799999240;80,0;17;9;2;NA;2001;Aug;3;Friday;0;2772
2001-08-04;27,600000380;76,0;24;8;2;NA;2001;Aug;4;Saturday;1;2773
2001-08-05;27,600000380;74,0;25;10;3;NA;2001;Aug;5;Sunday;1;2774
2001-08-06;27,100000380;74,0;17;3;0;NA;2001;Aug;6;Monday;0;2775
2001-08-07;27,799999240;74,0;17;5;2;NA;2001;Aug;7;Tuesday;0;2776
2001-08-08;27,399999620;80,0;17;7;3;NA;2001;Aug;8;Wednesday;0;2777
2001-08-09;27,399999620;80,0;17;4;0;NA;2001;Aug;9;Thursday;0;2778
2001-08-10;26,600000380;72,0;14;4;5;NA;2001;Aug;10;Friday;0;2779
2001-08-11;26,200000760;77,0;24;9;2;NA;2001;Aug;11;Saturday;1;2780
2001-08-12;26,299999240;78,0;11;3;1;NA;2001;Aug;12;Sunday;1;2781
2001-08-13;26,200000760;78,0;23;11;1;NA;2001;Aug;13;Monday;0;2782
2001-08-14;27,100000380;76,0;18;5;1;NA;2001;Aug;14;Tuesday;0;2783
2001-08-15;26,799999240;76,0;13;3;1;NA;2001;Aug;15;Wednesday;0;2784
2001-08-16;27,399999620;77,0;21;2;3;NA;2001;Aug;16;Thursday;0;2785
2001-08-17;26,399999620;76,0;18;6;2;NA;2001;Aug;17;Friday;0;2786
2001-08-18;26,899999620;72,0;16;1;4;NA;2001;Aug;18;Saturday;1;2787
2001-08-19;26,100000380;80,0;13;7;2;NA;2001;Aug;19;Sunday;1;2788
2001-08-20;27,600000380;78,0;24;10;2;NA;2001;Aug;20;Monday;0;2789
